RowNum,Company,Name,Ref,Review.Date,Cocoa.Percent,Company.Location,Rating,Broad.Bean.Origin,Bean.Type
179,Tobago Estate (Pralus),"Roxborough, Tobago",895,2012,70,France,4,Tobago,Trinitario
180,Tocoti,Dominican Republic,789,2011,74,U.S.A.,3,Dominican Republic,
181,Videri,Dark,1117,2013,90,U.S.A.,3.75,Central and S. America,
182,Willie's Cacao,Los Llanos,1848,2016,70,U.K.,4,Colombia,
183,A. Morin,Akata,1680,2015,70,France,3.5,Togo,
184,A. Morin,Pablino,1319,2014,70,France,4,Peru,
185,A. Morin,Chanchamayo Province,1019,2013,63,France,4,Peru,
186,Ambrosia,Belize,1494,2015,64,Canada,3,Belize,Trinitario
187,Animas,Alto Beni,1852,2016,75,U.S.A.,3.5,Bolivia,
188,Artisan du Chocolat,Jamaica,531,2010,72,U.K.,3.75,Jamaica,Trinitario
189,Beschle (Felchlin),Maracaibo,636,2011,88,Switzerland,3,Venezuela,Criollo
190,Cacao Hunters,Arhuacos,1662,2015,72,Colombia,3.75,Colombia,
191,Cacao Hunters,"Boyaca, Aprocampa Coop, Pauna",1434,2014,69,Colombia,2.75,Colombia,
192,Cacaoyere (Ecuatoriana),Amazonia,237,2008,63,Ecuador,3.5,Ecuador,Forastero (Arriba)
193,Cacaoyere (Ecuatoriana),Esmeraldas,237,2008,71,Ecuador,3.5,Ecuador,Forastero (Arriba)
194,C-Amaro,Venezuela,809,2012,80,Italy,3,Venezuela,
195,Castronovo,"Duarte, Batch 360",1570,2015,70,U.S.A.,3.75,Domincan Republic,"Criollo, Trinitario"
196,"Chocolate Tree, The",Peru,919,2012,68,Scotland,2.75,Peru,Criollo
197,Choklat,Brazilian,377,2009,70,Canada,3,Brazil,
198,Dandelion,Upala,805,2012,70,U.S.A.,3,Costa Rica,
199,Davis,West Africa,907,2012,58,U.S.A.,3.25,West Africa,Forastero
200,Dick Taylor,Tien Giang,1864,2016,78,U.S.A.,3.5,Vietnam,Trinitario
201,Doble & Bignall,Johe,1407,2014,72,U.K.,3.5,Nicaragua,"Criollo, Trinitario"
202,Domori,"Ocumare 67, Puertofino",192,2007,70,Italy,4,Venezuela,Criollo (Ocumare 67)
203,Domori,Sur del Lago Classificado,87,2006,70,Italy,3,Venezuela,Trinitario
204,Duffy's,Panama,516,2010,70,U.K.,3.5,Panama,
205,Durci,"Maranon, Joya Rara",1626,2015,70,U.S.A.,3.5,Peru,Forastero (Nacional)
206,Emerald Estate,Emerald Estate,1137,2013,70,St. Lucia,3.25,St. Lucia,
207,Frederic Blondeel,Madagascar,1351,2014,65,Belgium,3.5,Madagascar,Trinitario
208,Georgia Ramon,Conacado Coop,1646,2015,80,Germany,3.5,Domincan Republic,Trinitario
209,Guittard,Special Maker Reserve,276,2008,64,U.S.A.,3,,
210,Harper Macaw,"Tome Acu E., Amazon Rainforest",1700,2015,77,U.S.A.,3.5,Brazil,
211,Heirloom Cacao Preservation (Millcreek),"Los Rios, Hacienda Limon, Orecao, 2015",1744,2016,70,U.S.A.,3.5,Ecuador,EET
212,Hoja Verde (Tulicorp),Arriba,414,2009,80,Ecuador,2,Ecuador,Forastero (Arriba) ASS
213,Idilio (Felchlin),"Chuao, Venezuela",1085,2013,72,Switzerland,3.75,Venezuela,Trinitario
214,Kto,Elvesia,1426,2014,72,U.S.A.,3.25,Dominican Republic,
215,Manifesto Cacao,Colombia,1331,2014,70,Colombia,2.75,Colombia,
216,Mesocacao,El Salvador,1494,2015,70,Honduras,3,El Salvador,
217,Nathan Miller,Peru,1403,2014,72,U.S.A.,2.25,Peru,
218,Orquidea,Peru,859,2012,72,Peru,3,Peru,
219,Pacari,Raw,266,2008,70,Ecuador,3.5,Ecuador,Forastero (Arriba)
220,Pascha,Peru,1137,2013,55,Peru,2.5,Peru,
221,Pitch Dark,Akesson Estate,1311,2014,73,U.S.A.,3.25,Madagascar,Trinitario
222,Pump Street Bakery,Honduras,1688,2015,80,U.K.,2.75,Honduras,
223,Raaka,Madagascar,959,2012,75,U.S.A.,3.25,Madagascar,Trinitario
224,Roasting Masters,"Tapanti, light roast",1844,2016,70,South Korea,3.25,Costa Rica,
225,Rogue,"Camino Verde P., Balao, Guayas",979,2012,75,U.S.A.,3.75,Ecuador,Nacional (Arriba)
226,S.A.I.D.,Arawak,615,2010,72,Italy,3.5,Carribean,
227,Scharffen Berger,Semisweet,56,2006,62,U.S.A.,3,,Blend
228,Sibu Sura,Peru,911,2012,70,U.S.A.,2.5,Peru,
229,Soma,"Sambirano Valley, Black Science, B-60307.0",1820,2016,70,Canada,3.5,Madagascar,Trinitario
230,Starchild,Hispaniola,1692,2015,70,U.S.A.,3,Domincan Republic,
231,Sublime Origins,Moho Valley,1157,2013,78,U.S.A.,3.25,Belize,Trinitario
232,Taza,Alto Beni,785,2011,87,U.S.A.,3.25,Bolivia,
233,twenty-four blackbirds,Palos Blancos,1026,2013,75,U.S.A.,2.5,Bolivia,
234,Valrhona,"Porcelana, Pedegral",757,2011,64,France,4,Venezuela,Criollo
235,Videri,Trinidad,1211,2014,75,U.S.A.,3.5,Trinidad,Trinitario
236,Vivra,Ocumare,1720,2016,70,U.S.A.,2.5,Venezuela,
237,Woodblock,Costa Rica,825,2012,70,U.S.A.,3,Costa Rica,
238,Zak's,"Madagascar, Batch 2",1578,2015,70,U.S.A.,3.25,Madagascar,Trinitario
239,Zart Pralinen,San Juan Estate,1824,2016,85,Austria,2.75,Trinidad,Trinitario
240,Zokoko,Guadalcanal,1716,2016,78,Australia,3.75,Solomon Islands,
241,Zotter,Raw,1205,2014,80,Austria,2.75,,
242,A. Morin,Chanchamayo Province,1019,2013,70,France,3.5,Peru,
243,Amano,Cuyagua,147,2007,70,U.S.A.,3,Venezuela,
244,Artisan du Chocolat,Venezuela,486,2010,100,U.K.,1.75,Venezuela,
245,Belyzium,Belize south,1768,2016,78,Germany,3,Belize,Trinitario
246,Benoit Nihant,Rio Peripa H.,1141,2013,73,Belgium,4,Ecuador,Trinitario
247,Bittersweet Origins,Bocas del Toro,233,2008,75,U.S.A.,3.5,Panama,
248,Blue Bandana,Lachua,1752,2016,75,U.S.A.,2.75,Guatemala,
249,Bright,Marabel Farms,1231,2014,70,Australia,3.5,Dominican Republic,
250,Cacao Sampaka,Venezuela,537,2010,77,Spain,3.5,Venezuela,
251,C-Amaro,"Lago di Como, Blu",1442,2014,70,Italy,3.5,,Blend
252,Castronovo,"Maya Mtn, Batch 454, Heirloom",1724,2016,72,U.S.A.,4,Belize,Trinitario
253,"Chocolate Tree, The",Carenero Superior,1582,2015,80,Scotland,3.75,Venezuela,Trinitario
254,Choklat,Ocumare,377,2009,80,Canada,2.5,Venezuela,Criollo
255,Chuao Chocolatier,Choroni,445,2009,61,U.S.A.,3,Venezuela,Criollo
256,Dole (Guittard),"O'ahu, N. Shore, Waialua Estate",311,2009,70,U.S.A.,3.75,Hawaii,
257,Domori,Madagared,192,2007,70,Italy,3.5,Madagascar,Criollo
258,Duffy's,"Rico Rugoso, Xoco",1331,2014,76,U.K.,3.75,Nicaragua,Criollo
259,El Ceibo,"Alto Beni, Covendo Region",709,2011,75,Bolivia,3.75,Bolivia,
260,El Rey,"Carenero Superior, Mijao",206,2008,61,Venezuela,3,Venezuela,Criollo
261,Guido Castagna,Blend,355,2009,64,Italy,3.25,"Ven, Trinidad, Ecuador",
262,Hogarth,Conacado,1712,2016,75,New Zealand,3.25,Domincan Republic,Trinitario
263,Hotel Chocolat (Coppeneur),Tanzania,296,2008,75,U.K.,2.75,Tanzania,
264,iQ Chocolate,"Satipo region, white label",943,2012,72,Scotland,2.75,Peru,Criollo
265,Izard,"Maya Mountain, Toledo, Batch 29",1542,2015,70,U.S.A.,3.5,Belize,Trinitario
266,K'ul,"Maranon, Fortunato No. 4",1852,2016,70,U.S.A.,2.75,Peru,Forastero (Nacional)
267,La Maison du Chocolat (Valrhona),Orinoco,445,2009,60,France,3.75,,
268,Maglio,Africa,300,2008,75,Italy,2,Tanzania,
269,Mana,Ecuador,1446,2015,74,U.S.A.,2.5,Ecuador,
270,Manufaktura Czekolady,Porcelana,1255,2014,70,Poland,3.75,Venezuela,Criollo
271,Manufaktura Czekolady,Grand Cru Ghana,871,2012,70,Poland,3.5,Ghana,Forastero
272,Marou,"Dak Lak, Batch 2451",1650,2015,70,Vietnam,3.75,Vietnam,Trinitario
273,Marou,"Tan Phu Dong Island, Heart of Darkness",1650,2015,85,Vietnam,3.25,Vietnam,Trinitario
274,Mesocacao,El Salvador,1494,2015,80,Honduras,2.75,El Salvador,
275,Millcreek Cacao Roasters,Ecuador,1073,2013,70,U.S.A.,2.5,Ecuador,Forastero (Nacional)
276,Montecristi,Manabi,1654,2015,70,Ecuador,3.25,Ecuador,
277,Nanea,Criollo Blend,1007,2013,85,U.S.A.,3.5,Hawaii,
278,Orquidea,Peru,859,2012,65,Peru,3,Peru,
279,Rogue,"Caranero, Choc. Garage Exclusive",1446,2015,70,U.S.A.,3.75,Venezuela,
280,Rogue,"Hispaniola, 2008",213,2008,70,U.S.A.,2.75,Dominican Republic,
281,Rozsavolgyi,Sur del Lago,809,2012,84,Hungary,2.5,Venezuela,
282,Scharffen Berger,Asante,336,2009,65,U.S.A.,4,Ghana,Forastero
283,Silvio Bessone,"Bahia, Scavina",729,2011,60,Italy,3.25,Brazil,Trinitario
284,"Smooth Chocolator, The",Akesson's Estate,1618,2015,65,Australia,3.25,Madagascar,Trinitario
285,Soma,La Dalia,1307,2014,70,Canada,3.25,Nicaragua,Trinitario
286,Soma,Chef's Blend,1077,2013,70,Canada,3.25,,
287,Soma,"Dancing in Your Head, 5 bean blend",867,2012,70,Canada,4,"Gre., PNG, Haw., Haiti, Mad",Blend
288,Soma,Chuao,688,2011,70,Canada,3.5,Venezuela,Criollo
289,Terroir,Ecuador,1482,2015,70,U.S.A.,3.25,Ecuador,
290,Two Ravens,Peru,1740,2016,60,U.S.A.,3,Peru,Criollo
291,Vicuna,Palos Blancos,1470,2015,70,U.S.A.,3.25,Bolivia,
292,Vintage Plantations,San Martin,1205,2014,75,U.S.A.,3,Peru,
293,Woodblock,Ecuador,825,2012,70,U.S.A.,2.5,Ecuador,
294,Adi,"Vanua Levu, Ami-Ami-CA",705,2011,72,Fiji,3.5,Fiji,Trinitario
295,Altus aka Cao Artisan,Momotombo,1728,2016,60,U.S.A.,2.75,Nicaragua,
296,Altus aka Cao Artisan,Bolivia,1133,2013,60,U.S.A.,3,Bolivia,
297,Artisan du Chocolat,Brazil Rio Doce,363,2009,72,U.K.,1.75,Brazil,
298,Artisan du Chocolat,Java,355,2009,72,U.K.,2.75,Indonesia,Trinitario
299,Bar Au Chocolat,Duarte Province,983,2012,70,U.S.A.,3.25,Dominican Republic,
300,Bittersweet Origins,"Ocumare, prototype",565,2010,78,U.S.A.,3,Venezuela,Criollo
301,Bonnat,"Maracaibo, El Rosario",48,2006,75,France,4,Venezuela,Criollo
302,Brasstown aka It's Chocolate,"Camino Verde, Guayas",1125,2013,70,U.S.A.,3.25,Ecuador,
303,Cacao de Origen,Agua Fria; Sucre region,1391,2014,75,Venezuela,2.5,Venezuela,
304,Cacao Prieto,"Dominican Republic, rustic",647,2011,65,U.S.A.,3.25,Dominican Republic,
305,Callebaut,Baking,141,2007,70,Belgium,1,Ecuador,
306,Caoni (Tulicorp),Esmeraldas,237,2008,77,Ecuador,2,Ecuador,Forastero (Arriba)
307,Choco Del Sol,Maya Mountain w/ nibs,1407,2014,75,Germany,3,Belize,Trinitario
308,Chocolate Con Amor,Wild Bolivian,1760,2016,70,U.S.A.,2.5,Bolivia,
309,Chocolate Conspiracy,Peru,1259,2014,74,U.S.A.,2.75,Peru,
310,Chocolate Makers,"Peru, Awagum bar",1530,2015,80,Amsterdam,3.75,Peru,Criollo
311,Chocovic,Tarakan,439,2009,75,Spain,3.25,,
312,Claudio Corallo,Principe,252,2008,100,Sao Tome,1,Sao Tome & Principe,Forastero
313,Cravve,Vanuatu,975,2012,64,Australia,3.25,Vanuatu,Trinitario
